Cena;Data dodania;Lokalizacja;Na sprzedaż przez;Rodzaj nieruchomości;Liczba pokoi;Liczba łazienek;Wielkość (m2);Parking
1739000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;235;
860000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;132;
2500000;22/04/2020;Włochy, Warszawa;Agencja;Dom;6 lub więcej pokoi;1 łazienka;189;
899000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;150;
780000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;250;
1940000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;520;
1400000;22/04/2020;Włochy, Warszawa;Agencja;Dom;5 pokoi;;195;
1950000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;104;
1415000;22/04/2020;Włochy, Warszawa;Agencja;Dom;5 pokoi;;192;
1180000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;60;
2100000;22/04/2020;Bielany, Warszawa;Agencja;Dom;5 pokoi;;120;
1795000;22/04/2020;Bielany, Warszawa;Agencja;Dom;6 lub więcej pokoi;;400;
495000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;53;
600000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;52;
3238215;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;110;
2300000;22/04/2020;Bielany, Warszawa;Agencja;Dom;6 lub więcej pokoi;;388;
1990000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;84;
2500000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;450;
1240000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;113;
1650000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;285;
680000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;59;
1300000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;450;
720000;22/04/2020;Praga Północ, Warszawa;Agencja;Mieszkanie;4 pokoje;;85;
3190000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;390;
620000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;56;
995000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;170;
765000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;62;
3200000;22/04/2020;Żoliborz, Warszawa;Agencja;Dom;5 pokoi;;312;
695000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;59;
620000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;42;
519000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;48;
5567650;22/04/2020;Praga Południe, Warszawa;Agencja;Dom;6 lub więcej pokoi;;282;
1140000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;4 pokoje;;84;
1000000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;6 lub więcej pokoi;;166;
3600000;22/04/2020;Praga Południe, Warszawa;Agencja;Dom;6 lub więcej pokoi;;200;
1650000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;200;
925000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;4 pokoje;;75;
690000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;180;
515000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;56;
1175000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;162;
539000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;63;
1980000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;370;
1999999;22/04/2020;Rembertów, Warszawa;Agencja;Dom;5 pokoi;;250;
687000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;77;
480000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;51;
2500000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;240;
690000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;55;
937546;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;87;
500000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;56;
615000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;58;
1440000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;4 pokoje;;72;
525000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;
550000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;51;
799000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;81;
780000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;66;
731889;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;70;
950000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;160;
680000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;65;
1690000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;300;
385000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;37;
1150000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;75;
1550000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;218;
430000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;3 pokoje;;55;
1290000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;5 pokoi;;151;
835000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;53;
1400000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;256;
630000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;
2200000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;379;
425000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;2 pokoje;;49;
615000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;55;
1250000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;3 łazienki;224;
505000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;51;
1200000;22/04/2020;Ursus, Warszawa;Agencja;Dom;6 lub więcej pokoi;;170;
6075000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;4 lub więcej łazienek;720;
630000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;62;
1600000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;310;
595000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;47;
1850000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;4 lub więcej łazienek;320;
990000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;72;
1290000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;267;
720000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;38;
1300000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;2 łazienki;310;
1250000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;84;
1999000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;2 łazienki;450;
874800;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;
1600000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;6 lub więcej pokoi;3 łazienki;310;
645000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;4 pokoje;;83;
4690000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;600;
1100000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;4 pokoje;;115;
2600000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;515;
1380000;22/04/2020;Ochota, Warszawa;Agencja;Dom;6 lub więcej pokoi;;250;
860000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;60;
865000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;174;
650000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;4 pokoje;;77;
1389000;22/04/2020;Ursynów, Warszawa;Agencja;Mieszkanie;5 pokoi;1 łazienka;185;Kryty
865000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;48;
720000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;71;
1490000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;4 pokoje;1 łazienka;127;
800000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;48;
990000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;63;
830000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;2 pokoje;;65;
1350000;22/04/2020;Praga Południe, Warszawa;Agencja;Dom;4 pokoje;;141;
1000000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;64;
880000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;1 łazienka;55;
465000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;33;
3400000;22/04/2020;Bielany, Warszawa;Agencja;Dom;6 lub więcej pokoi;;450;
900000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;116;
550000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;47;
1650000;22/04/2020;Bemowo, Warszawa;Agencja;Dom;6 lub więcej pokoi;;339;
910000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;69;
920000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;4 pokoje;;132;
512000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;64;
410000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;46;
1050000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;270;
625000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;36;
1100000;22/04/2020;Rembertów, Warszawa;Agencja;Dom;5 pokoi;;360;
747225;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;57;
1050000;28/11/2019;Wesoła, Warszawa;Właściciel;Dom;4 pokoje;1 łazienka;65;Garaż
2600000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;4 pokoje;;130;
999000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;295;
640000;22/04/2020;Ursus, Warszawa;Agencja;Mieszkanie;3 pokoje;;70;
1450000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;280;
548000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;57;
1150000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;220;
699000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;240;
455000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;45;
980000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;180;
730000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;56;
930000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;5 pokoi;;120;
651394;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;2 łazienki;57;Garaż
975000;22/04/2020;Wawer, Warszawa;Agencja;Dom;4 pokoje;;174;
474000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;
1750000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;280;
455000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;44;
1500000;22/04/2020;Rembertów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;275;
1230000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;77;
2300000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;6 lub więcej pokoi;;280;
547000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;53;
1600000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;5 pokoi;;260;
1400000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;84;
785000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;71;
2200000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;5 pokoi;2 łazienki;244;
430000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;2 pokoje;;37;
800000;22/04/2020;Praga Południe, Warszawa;Agencja;Mieszkanie;3 pokoje;;70;
2350000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;121;
1270000;22/04/2020;Żoliborz, Warszawa;Właściciel;Mieszkanie;3 pokoje;2 łazienki;85;Garaż
2300000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;438;
1940000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;352;
1490000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;77;
644244;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;2 łazienki;57;Garaż
822222;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;220;
765000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;50;
310000;22/04/2020;Targówek, Warszawa;Właściciel;Mieszkanie;Kawalerka lub garsoniera;1 łazienka;31;Ulica
750000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;82;
1150000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;5 pokoi;;250;
440000;22/04/2020;Wawer, Warszawa;Właściciel;Mieszkanie;2 pokoje;1 łazienka;46;Ulica
1290000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;112;
599000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;45;
2600000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;5 pokoi;;210;
999000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;72;
1250000;22/04/2020;Rembertów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;230;
550000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;49;
1800000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;4 pokoje;;130;
2370000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;279;
695000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;4 pokoje;;74;
1490000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;234;
950000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;70;
1950000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;4 pokoje;;103;
697173;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;2 łazienki;61;Garaż
560000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;54;
700000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;37;
1700000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;4 pokoje;;119;
1200000;22/04/2020;Włochy, Warszawa;Agencja;Dom;4 pokoje;;135;
730000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;64;
499000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;32;
1300000;22/04/2020;Targówek, Warszawa;Agencja;Dom;5 pokoi;;193;
536000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;49;
1590000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;5 pokoi;;230;
907000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;65;
1400000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;280;
950000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;3 pokoje;;75;
1100000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;220;
3949023;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;6 lub więcej pokoi;;234;
720000;22/04/2020;Bielany, Warszawa;Agencja;Dom;4 pokoje;;96;
515000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;57;
2650000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;6 lub więcej pokoi;;568;
410000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;35;
1149000;22/04/2020;Wawer, Warszawa;Agencja;Dom;3 pokoje;;124;
870000;22/04/2020;Praga Południe, Warszawa;Agencja;Mieszkanie;5 pokoi;;98;
1690000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;412;
1199000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;237;
2350000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;480;
1049000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;4 pokoje;;178;
560000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;66;
1690000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;500;
867000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;
1400000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;203;
958000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;5 pokoi;;85;
950000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;250;
820000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;50;
765000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;
1690000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;386;
1112000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;4 pokoje;;93;
640000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;240;
685000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;4 pokoje;;75;
1450000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;300;
615000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;
2999000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;263;
365000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;38;
830000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;74;
1255000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;258;
950000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;
420000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;1 łazienka;36;Ulica
549000;22/04/2020;Praga Południe, Warszawa;Agencja;Mieszkanie;2 pokoje;;47;
989000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;51;
540000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;
1649000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;360;
560000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;3 pokoje;;63;
620000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;3 pokoje;;61;
1200000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;5 pokoi;;189;
430000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;2 pokoje;;39;
439156;22/04/2020;Żoliborz, Warszawa;Właściciel;Mieszkanie;Kawalerka lub garsoniera;1 łazienka;22;
2070000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;4 pokoje;;120;
2870000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;330;
677000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;
1350000;22/04/2020;Bemowo, Warszawa;Agencja;Dom;3 pokoje;;88;
1950000;22/04/2020;Wola, Warszawa;Agencja;Dom;5 pokoi;2 łazienki;240;
550000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;2 pokoje;;57;
1790000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;300;
455000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;2 pokoje;;38;
720000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;230;
1400000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;84;
799000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;3 pokoje;;70;
615000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;56;
605000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;58;
325000;22/04/2020;Wawer, Warszawa;Właściciel;Mieszkanie;2 pokoje;1 łazienka;38;Ulica
1350000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;210;
860000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;3 pokoje;;63;
645000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;2 pokoje;;38;
2600000;22/04/2020;Bielany, Warszawa;Agencja;Dom;6 lub więcej pokoi;2 łazienki;300;
439000;22/04/2020;Bemowo, Warszawa;Właściciel;Mieszkanie;2 pokoje;1 łazienka;40;
868000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;3 pokoje;;62;
915000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;78;
480000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;35;
580000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;49;
479000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;50;
425000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;37;
497711;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;39;
695000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;3 pokoje;;72;
1700000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;3 pokoje;;98;
799801;22/04/2020;Praga Południe, Warszawa;Agencja;Mieszkanie;3 pokoje;;80;
1125000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;129;
520000;22/04/2020;Praga Północ, Warszawa;Agencja;Mieszkanie;3 pokoje;;56;
995000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;3 pokoje;;94;
755000;05/03/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;1 łazienka;50;Kryty
5500000;22/04/2020;Żoliborz, Warszawa;Agencja;Dom;6 lub więcej pokoi;2 łazienki;300;
1300000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;76;
790000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;
930000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;5 pokoi;;161;
299000;22/04/2020;Białołęka, Warszawa;Właściciel;Mieszkanie;2 pokoje;;33;Garaż
1079000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;4 pokoje;;122;
920000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;4 pokoje;;320;
530000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;2 pokoje;;47;
542000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;3 pokoje;;45;
1999000;22/04/2020;Włochy, Warszawa;Agencja;Dom;6 lub więcej pokoi;;300;
680000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;2 pokoje;;62;
3200000;22/04/2020;Włochy, Warszawa;Agencja;Dom;6 lub więcej pokoi;;360;
1449000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;102;
1349000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;103;
629000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;62;
685000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;156;
720000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;4 lub więcej łazienek;184;
1254900;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;4 pokoje;;83;
1399000;22/04/2020;Targówek, Warszawa;Agencja;Dom;5 pokoi;;199;
539000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;48;
970000;22/04/2020;Bielany, Warszawa;Agencja;Dom;5 pokoi;;185;
710000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;49;
595000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;50;
559000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;49;
850000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;6 lub więcej pokoi;;198;
324000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;Kawalerka lub garsoniera;;21;
845000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;80;
1350000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;72;
1078000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;89;
750000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;49;
529000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;48;
4700000;22/04/2020;Bielany, Warszawa;Agencja;Dom;6 lub więcej pokoi;;385;
730000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;2 pokoje;;51;
800000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;48;
1750000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;5 pokoi;;231;
590000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;4 pokoje;;65;
1518330;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;4 pokoje;;142;
1699000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;5 pokoi;;141;
1750000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;340;
969000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;84;
490000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;118;
758000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;61;
3449999;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;477;
540000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;56;
